ID,CLASS
ISIC_0014693,6
ISIC_0059276,6
ISIC_0024495,6
ISIC_0060341,6
ISIC_0056703,6
ISIC_0027482,6
ISIC_0026911,6
ISIC_0025836,6
ISIC_0013762,6
ISIC_0031562,6
ISIC_0029542,6
ISIC_0010088,6
ISIC_0029241,6
ISIC_0069881,6
ISIC_0056156,6
ISIC_0025062,6
ISIC_0071817,6
ISIC_0067380,6
ISIC_0014722,6
ISIC_0069796,6
ISIC_0014263,6
ISIC_0026227,6
ISIC_0071599,6
ISIC_0013213,6
ISIC_0031134,6
ISIC_0029754,6
ISIC_0031549,6
ISIC_0026155,6
ISIC_0013118,6
ISIC_0030512,6
ISIC_0027512,6
ISIC_0062807,6
ISIC_0030412,6
ISIC_0016045,6
ISIC_0072650,6
ISIC_0055955,6
ISIC_0067539,6
ISIC_0031031,6
ISIC_0031309,6
ISIC_0072885,6
ISIC_0029764,6
ISIC_0031823,6
ISIC_0029081,6
ISIC_0025777,6
ISIC_0029447,6
ISIC_0026409,6
ISIC_0032052,6
ISIC_0029742,6
ISIC_0026959,6
ISIC_0067108,6
ISIC_0030103,6
ISIC_0065264,6
ISIC_0014372,6
ISIC_0054286,6
ISIC_0064955,6
ISIC_0032270,6
ISIC_0027440,6
ISIC_0025851,6
ISIC_0053511,6
ISIC_0028747,6
ISIC_0028126,6
ISIC_0071753,6
ISIC_0064583,6
ISIC_0007528,6
ISIC_0064709,6
ISIC_0055721,6
ISIC_0056828,6
ISIC_0009430,6
ISIC_0031813,6
ISIC_0030854,6
ISIC_0065432,6
ISIC_0067842,6
ISIC_0069319,6
ISIC_0060431,6
ISIC_0058056,6
ISIC_0061673,6
ISIC_0033078,6
ISIC_0028203,6
ISIC_0064289,6
ISIC_0034209,6
ISIC_0029505,6
ISIC_0032561,6
ISIC_0027478,6
ISIC_0032850,6
ISIC_0030716,6
ISIC_0068928,6
ISIC_0025358,6
ISIC_0068360,6
ISIC_0010233,6
ISIC_0027605,6
ISIC_0033264,6
ISIC_0025128,6
ISIC_0065090,6
ISIC_0028267,6
ISIC_0059946,6
ISIC_0066531,6
ISIC_0013966,6
ISIC_0063810,6
ISIC_0057070,6
ISIC_0025647,6
ISIC_0031279,6
ISIC_0066143,6
ISIC_0026050,6
ISIC_0067692,6
ISIC_0014569,6
ISIC_0069120,6
ISIC_0070169,6
ISIC_0030670,6
ISIC_0033863,6
ISIC_0069715,6
ISIC_0065383,6
ISIC_0012749,6
ISIC_0030147,6
ISIC_0062419,6
ISIC_0007156,6
ISIC_0072861,6
ISIC_0069867,6
ISIC_0060151,6
ISIC_0054994,6
ISIC_0030031,6
ISIC_0032552,6
ISIC_0032428,6
ISIC_0073115,6
ISIC_0026365,6
ISIC_0026484,6
ISIC_0062948,6
ISIC_0072237,6
ISIC_0033885,6
ISIC_0056854,6
ISIC_0062033,6
ISIC_0071111,6
ISIC_0025970,6
ISIC_0061660,6
ISIC_0057747,6
ISIC_0060440,6
ISIC_0027966,6
ISIC_0028843,6
ISIC_0059113,6
ISIC_0010205,6
ISIC_0070551,6
ISIC_0060267,6
ISIC_0013414,6
ISIC_0031022,6
ISIC_0069364,6
ISIC_0030995,6
ISIC_0058362,6
ISIC_0067109,6
ISIC_0053857,6
ISIC_0062490,6
ISIC_0026493,6
ISIC_0033343,6
ISIC_0053664,6
ISIC_0032476,6
ISIC_0071782,6
ISIC_0026374,6
ISIC_0000243,6
ISIC_0067127,6
ISIC_0057390,6
ISIC_0062082,6
ISIC_0061595,6
ISIC_0030863,6
ISIC_0073130,6
ISIC_0028289,6
ISIC_0031030,6
ISIC_0063849,6
ISIC_0033027,6
ISIC_0026843,6
ISIC_0031034,6
ISIC_0031782,6
ISIC_0024388,6
ISIC_0070347,6
ISIC_0024359,6
ISIC_0063834,6
ISIC_0026165,6
ISIC_0067449,6
ISIC_0057534,6
ISIC_0065051,6
ISIC_0016049,6
ISIC_0062661,6
ISIC_0061254,6
ISIC_0030195,6
ISIC_0072864,6
ISIC_0055744,6
ISIC_0069377,6
ISIC_0026907,6
ISIC_0070713,6
ISIC_0025788,6
ISIC_0060140,6
ISIC_0012496,6
ISIC_0063122,6
ISIC_0059093,6
ISIC_0010244,6
ISIC_0072491,6
ISIC_0062158,6
ISIC_0056255,6
ISIC_0056380,6
ISIC_0055636,6
ISIC_0029008,6
ISIC_0059228,6
ISIC_0062689,6
ISIC_0065011,6
ISIC_0068868,6
ISIC_0062258,6
ISIC_0062616,6
ISIC_0025083,6
ISIC_0033141,6
ISIC_0059916,6
ISIC_0028459,6
ISIC_0053868,6
ISIC_0000182,6
ISIC_0057230,6
ISIC_0030599,6
ISIC_0029280,6
ISIC_0030683,6
ISIC_0028365,6
ISIC_0026696,6
ISIC_0013599,6
ISIC_0025756,6
ISIC_0013034,6
ISIC_0029185,6
ISIC_0071776,6
ISIC_0014851,6
ISIC_0027723,6
ISIC_0025536,6
ISIC_0025461,6
ISIC_0027591,6
ISIC_0001100,6
ISIC_0015312,6
ISIC_0072750,6
ISIC_0034184,6
ISIC_0063704,6
ISIC_0028450,6
ISIC_0030249,6
ISIC_0024616,6
ISIC_0063668,6
ISIC_0031207,6
ISIC_0054322,6
ISIC_0066020,6
ISIC_0033118,6
ISIC_0055554,6
ISIC_0062261,6
ISIC_0063924,6
ISIC_0027781,6
ISIC_0014216,6
ISIC_0026707,6
ISIC_0028578,6
ISIC_0033221,6
ISIC_0034189,6
ISIC_0025079,6
ISIC_0065111,6
ISIC_0071788,6
ISIC_0064942,6
ISIC_0032921,6
ISIC_0062902,6
ISIC_0067948,6
ISIC_0055994,6
ISIC_0010459,6
ISIC_0061018,6
ISIC_0025357,6
ISIC_0029752,6
ISIC_0065039,6
ISIC_0030044,6
ISIC_0028436,6
ISIC_0014740,6
ISIC_0033243,6
ISIC_0064021,6
ISIC_0029979,6
ISIC_0058863,6
ISIC_0054647,6
ISIC_0032869,6
ISIC_0027079,6
ISIC_0030408,6
ISIC_0067663,6
ISIC_0064161,6
ISIC_0061409,6
ISIC_0011304,6
ISIC_0073016,6
ISIC_0064262,6
ISIC_0054339,6
ISIC_0025269,6
ISIC_0061565,6
ISIC_0054615,6
ISIC_0034176,6
ISIC_0029181,6
ISIC_0069267,6
ISIC_0032754,6
ISIC_0061860,6
ISIC_0030136,6
ISIC_0066109,6
ISIC_0025249,6
ISIC_0029063,6
ISIC_0061226,6
ISIC_0031795,6
ISIC_0027112,6
ISIC_0027327,6
ISIC_0029054,6
ISIC_0054146,6
ISIC_0028848,6
ISIC_0031403,6
ISIC_0056472,6
ISIC_0014805,6
ISIC_0010606,6
ISIC_0000542,6
ISIC_0027183,6
ISIC_0014431,6
ISIC_0055649,6
ISIC_0025262,6
ISIC_0031452,6
ISIC_0058060,6
ISIC_0056923,6
ISIC_0064031,6
ISIC_0024331,6
ISIC_0063892,6
ISIC_0029077,6
ISIC_0016031,6
ISIC_0031627,6
ISIC_0026473,6
ISIC_0053700,6
ISIC_0025482,6
ISIC_0058168,6
ISIC_0028169,6
ISIC_0069349,6
ISIC_0055566,6
ISIC_0058625,6
ISIC_0070365,6
ISIC_0000130,6
ISIC_0024849,6
ISIC_0057745,6
ISIC_0067000,6
ISIC_0029607,6
ISIC_0060589,6
ISIC_0033773,6
ISIC_0068758,6
ISIC_0057928,6
ISIC_0062555,6
ISIC_0064485,6
ISIC_0060939,6
ISIC_0028641,6
ISIC_0024782,6
ISIC_0029220,6
ISIC_0068259,6
ISIC_0033447,6
ISIC_0062117,6
ISIC_0010849,6
ISIC_0033213,6
ISIC_0026245,6
ISIC_0055323,6
ISIC_0026468,6
ISIC_0067288,6
ISIC_0027581,6
ISIC_0033507,6
ISIC_0058741,6
ISIC_0028378,6
ISIC_0065948,6
ISIC_0055223,6
ISIC_0026871,6
ISIC_0068314,6
ISIC_0030685,6
ISIC_0060332,6
ISIC_0068919,6
ISIC_0027742,6
ISIC_0028270,6
ISIC_0028582,6
ISIC_0009954,6
ISIC_0013672,6
ISIC_0029619,6
ISIC_0059393,6
ISIC_0033163,6
ISIC_0025248,6
ISIC_0067429,6
ISIC_0071143,6
ISIC_0015241,6
ISIC_0031021,6
ISIC_0031305,6
ISIC_0065589,6
ISIC_0072827,6
ISIC_0009974,6
ISIC_0030876,6
ISIC_0030082,6
ISIC_0033619,6
ISIC_0025143,6
ISIC_0028698,6
ISIC_0071292,6
ISIC_0028706,6
ISIC_0027068,6
ISIC_0024396,6
ISIC_0032756,6
ISIC_0071004,6
ISIC_0031619,6
ISIC_0072818,6
ISIC_0071418,6
ISIC_0054425,6
ISIC_0025746,6
ISIC_0025069,6
ISIC_0072347,6
ISIC_0028860,6
ISIC_0064083,6
ISIC_0054178,6
ISIC_0059696,6
ISIC_0024546,6
ISIC_0030606,6
ISIC_0032769,6
ISIC_0030077,6
ISIC_0056743,6
ISIC_0064101,6
ISIC_0013498,6
ISIC_0030015,6
ISIC_0072097,6
ISIC_0067031,6
ISIC_0025708,6
ISIC_0062399,6
ISIC_0030304,6
ISIC_0054800,6
ISIC_0056286,6
ISIC_0029775,6
ISIC_0032595,6
ISIC_0012210,6
ISIC_0025504,6
ISIC_0062395,6
ISIC_0056067,6
ISIC_0069141,6
ISIC_0031040,6
ISIC_0054340,6
ISIC_0055968,6
ISIC_0025199,6
ISIC_0058946,6
ISIC_0070452,6
ISIC_0065655,6
ISIC_0072870,6
ISIC_0031746,6
ISIC_0000024,6
ISIC_0034271,6
ISIC_0056071,6
ISIC_0014772,6
ISIC_0030558,6
ISIC_0032285,6
ISIC_0068685,6
ISIC_0070467,6
ISIC_0029435,6
ISIC_0069978,6
ISIC_0067551,6
ISIC_0056731,6
ISIC_0068575,6
ISIC_0066279,6
ISIC_0024593,6
ISIC_0058746,6
ISIC_0056164,6
ISIC_0066745,6
ISIC_0059388,6
ISIC_0072403,6
ISIC_0016063,6
ISIC_0029145,6
ISIC_0056725,6
ISIC_0065509,6
ISIC_0068553,6
ISIC_0024724,6
ISIC_0072313,6
ISIC_0012813,6
ISIC_0025138,6
ISIC_0067303,6
ISIC_0070917,6
ISIC_0026299,6
ISIC_0031356,6
ISIC_0000498,6
ISIC_0063975,6
ISIC_0034105,6
ISIC_0054506,6
ISIC_0033079,6
ISIC_0031858,6
ISIC_0029458,6
ISIC_0060135,6
ISIC_0033625,6
ISIC_0024437,6
ISIC_0064233,6
ISIC_0029083,6
ISIC_0061864,6
ISIC_0013577,6
ISIC_0072616,6
ISIC_0062121,6
ISIC_0062701,6
ISIC_0028338,6
ISIC_0072388,6
ISIC_0028262,6
ISIC_0069851,6
ISIC_0024662,6
ISIC_0057822,6
ISIC_0055455,6
ISIC_0029297,6
ISIC_0032079,6
ISIC_0014829,6
ISIC_0070508,6
ISIC_0070081,6
ISIC_0028887,6
ISIC_0029824,6
ISIC_0071385,6
ISIC_0065498,6
ISIC_0030741,6
ISIC_0029687,6
ISIC_0056159,6
ISIC_0055783,6
ISIC_0033381,6
ISIC_0029987,6
ISIC_0054023,6
ISIC_0055826,6
ISIC_0069853,6
ISIC_0071039,6
ISIC_0070256,6
ISIC_0064055,6
ISIC_0013749,6
ISIC_0065367,6
ISIC_0029784,6
ISIC_0072813,6
ISIC_0024809,6
ISIC_0031945,6
ISIC_0012873,6
ISIC_0032324,6
ISIC_0054502,6
ISIC_0015211,6
ISIC_0028927,6
ISIC_0066113,6
ISIC_0064200,6
ISIC_0069508,6
ISIC_0025675,6
ISIC_0064300,6
ISIC_0034154,6
ISIC_0070038,6
ISIC_0067719,6
ISIC_0011367,6
ISIC_0071740,6
ISIC_0028867,6
ISIC_0025245,6
ISIC_0033732,6
ISIC_0060141,6
ISIC_0028554,6
ISIC_0053454,6
ISIC_0031704,6
ISIC_0027143,6
ISIC_0069339,6
ISIC_0062401,6
ISIC_0029448,6
ISIC_0063745,6
ISIC_0065818,6
ISIC_0031140,6
ISIC_0061599,6
ISIC_0061513,6
ISIC_0009973,6
ISIC_0070184,6
ISIC_0062306,6
ISIC_0027509,6
ISIC_0025175,6
ISIC_0031288,6
ISIC_0065294,6
ISIC_0055816,6
ISIC_0027196,6
ISIC_0060775,6
ISIC_0070635,6
ISIC_0032370,6
ISIC_0059975,6
ISIC_0033819,6
ISIC_0054740,6
ISIC_0016023,6
ISIC_0028596,6
ISIC_0066637,6
ISIC_0067697,6
ISIC_0072609,6
ISIC_0061121,6
ISIC_0009987,6
ISIC_0016042,6
ISIC_0061900,6
ISIC_0032064,6
ISIC_0060728,6
ISIC_0014782,6
ISIC_0024860,6
ISIC_0031259,6
ISIC_0027881,6
ISIC_0056768,6
ISIC_0063688,6
ISIC_0064097,6
ISIC_0027420,6
ISIC_0073066,6
ISIC_0029020,6
ISIC_0029841,6
ISIC_0032400,6
ISIC_0025817,6
ISIC_0013212,6
ISIC_0068281,6
ISIC_0025574,6
ISIC_0030517,6
ISIC_0060758,6
ISIC_0071305,6
ISIC_0026062,6
ISIC_0027921,6
ISIC_0067434,6
ISIC_0028689,6
ISIC_0014803,6
ISIC_0028824,6
ISIC_0027868,6
ISIC_0034259,6
ISIC_0028920,6
ISIC_0070060,6
ISIC_0030370,6
ISIC_0030789,6
ISIC_0030746,6
ISIC_0064151,6
ISIC_0033527,6
ISIC_0055799,6
ISIC_0031517,6
ISIC_0069157,6
ISIC_0064157,6
ISIC_0028138,6
ISIC_0065374,6
ISIC_0055966,6
ISIC_0059599,6
ISIC_0033015,6
ISIC_0069250,6
ISIC_0032184,6
ISIC_0071572,6
ISIC_0068036,6
ISIC_0060099,6
ISIC_0033722,6
ISIC_0029476,6
ISIC_0066338,6
ISIC_0058318,6
ISIC_0000262,6
ISIC_0026395,6
ISIC_0025589,6
ISIC_0070831,6
ISIC_0024826,6
ISIC_0056072,6
ISIC_0031514,6
ISIC_0057454,6
ISIC_0034300,6
ISIC_0001242,6
ISIC_0054364,6
ISIC_0029125,6
ISIC_0009915,6
ISIC_0058063,6
ISIC_0027607,6
ISIC_0067356,6
ISIC_0064212,6
ISIC_0030827,6
ISIC_0055769,6
ISIC_0028952,6
ISIC_0067914,6
ISIC_0033492,6
ISIC_0068003,6
ISIC_0031808,6
ISIC_0063614,6
ISIC_0056780,6
ISIC_0065767,6
ISIC_0027601,6
ISIC_0013695,6
ISIC_0060340,6
ISIC_0069312,6
ISIC_0013592,6
ISIC_0029779,6
ISIC_0027732,6
ISIC_0029700,6
ISIC_0033925,6
ISIC_0060706,6
ISIC_0070293,6
ISIC_0026823,6
ISIC_0059727,6
ISIC_0055194,6
ISIC_0071071,6
ISIC_0014667,6
ISIC_0024904,6
ISIC_0025922,6
ISIC_0068842,6
ISIC_0031759,6
ISIC_0060314,6
ISIC_0013712,6
ISIC_0066751,6
ISIC_0032637,6
ISIC_0059746,6
ISIC_0066242,6
ISIC_0030139,6
ISIC_0030745,6
ISIC_0001247,6
ISIC_0027948,6
ISIC_0025342,6
ISIC_0024450,6
ISIC_0057847,6
ISIC_0000548,6
ISIC_0010468,6
ISIC_0025028,6
ISIC_0071884,6
ISIC_0033691,6
ISIC_0027401,6
ISIC_0070486,6
ISIC_0033053,6
ISIC_0060556,6
ISIC_0065394,6
ISIC_0056498,6
ISIC_0054050,6
ISIC_0062340,6
ISIC_0064072,6
ISIC_0032955,6
ISIC_0065151,6
ISIC_0010237,6
ISIC_0024548,6
ISIC_0057165,6
ISIC_0060582,6
ISIC_0064030,6
ISIC_0030576,6
ISIC_0030694,6
ISIC_0057633,6
ISIC_0056782,6
ISIC_0069206,6
ISIC_0025784,6
ISIC_0012448,6
ISIC_0029658,6
ISIC_0014511,6
ISIC_0028296,6
ISIC_0072360,6
ISIC_0029688,6
ISIC_0010014,6
ISIC_0069268,6
ISIC_0069934,6
ISIC_0064994,6
ISIC_0026507,6
ISIC_0033918,6
ISIC_0009883,6
ISIC_0029844,6
ISIC_0062473,6
ISIC_0027719,6
ISIC_0024920,6
ISIC_0033231,6
ISIC_0027246,6
ISIC_0000014,6
ISIC_0063587,6
ISIC_0024602,6
ISIC_0062065,6
ISIC_0032581,6
ISIC_0056930,6
ISIC_0013690,6
ISIC_0059217,6
ISIC_0026885,6
ISIC_0031667,6
ISIC_0065648,6
ISIC_0068062,6
ISIC_0071193,6
ISIC_0034129,6
ISIC_0033104,6
ISIC_0060487,6
ISIC_0012179,6
ISIC_0067682,6
ISIC_0063594,6
ISIC_0064506,6
ISIC_0063782,6
ISIC_0031215,6
ISIC_0063609,6
ISIC_0058716,6
ISIC_0066491,6
ISIC_0071078,6
ISIC_0024403,6
ISIC_0069329,6
ISIC_0032644,6
ISIC_0065337,6
ISIC_0063493,6
ISIC_0054377,6
ISIC_0062305,6
ISIC_0067868,6
ISIC_0015357,6
ISIC_0028862,6
ISIC_0061827,6
ISIC_0015960,6
ISIC_0015981,6
ISIC_0024827,6
ISIC_0028699,6
ISIC_0032545,6
ISIC_0070754,6
ISIC_0029357,6
ISIC_0063400,6
ISIC_0012478,6
ISIC_0071528,6
ISIC_0065921,6
ISIC_0033224,6
ISIC_0027404,6
ISIC_0032165,6
ISIC_0054332,6
ISIC_0028140,6
ISIC_0029142,6
ISIC_0026615,6
ISIC_0054197,6
ISIC_0064090,6
ISIC_0070698,6
ISIC_0025098,6
ISIC_0025234,6
ISIC_0064570,6
ISIC_0062702,6
ISIC_0064276,6
ISIC_0033970,6
ISIC_0029958,6
ISIC_0024655,6
ISIC_0058895,6
ISIC_0025066,6
ISIC_0030332,6
ISIC_0068886,6
ISIC_0034009,6
ISIC_0030898,6
ISIC_0030394,6
ISIC_0068303,6
ISIC_0059543,6
ISIC_0059917,6
ISIC_0071407,6
ISIC_0062601,6
ISIC_0062442,6
ISIC_0030636,6
ISIC_0029517,6
ISIC_0012662,6
ISIC_0068457,6
ISIC_0000533,6
ISIC_0028204,6
ISIC_0073246,6
ISIC_0061345,6
ISIC_0000314,6
ISIC_0071898,6
ISIC_0070850,6
ISIC_0057760,6
ISIC_0026848,6
ISIC_0070652,6
ISIC_0066103,6
ISIC_0071954,6
ISIC_0069293,6
ISIC_0012224,6
ISIC_0032578,6
ISIC_0073231,6
ISIC_0000129,6
ISIC_0025676,6
ISIC_0029729,6
ISIC_0058807,6
ISIC_0031815,6
ISIC_0032155,6
ISIC_0058459,6
ISIC_0065783,6
ISIC_0030406,6
ISIC_0057658,6
ISIC_0030392,6
ISIC_0029140,6
ISIC_0031990,6
ISIC_0058529,6
ISIC_0071715,6
ISIC_0025778,6
ISIC_0071706,6
ISIC_0000506,6
ISIC_0070907,6
ISIC_0024625,6
ISIC_0000113,6
ISIC_0034205,6
ISIC_0030883,6
ISIC_0027981,6
ISIC_0060683,6
ISIC_0029400,6
ISIC_0061540,6
ISIC_0031399,6
ISIC_0070431,6
ISIC_0058990,6
ISIC_0064437,6
ISIC_0069592,6
ISIC_0026197,6
ISIC_0000268,6
ISIC_0063353,6
ISIC_0033017,6
ISIC_0059077,6
ISIC_0028654,6
ISIC_0014703,6
ISIC_0013663,6
ISIC_0058603,6
ISIC_0024855,6
ISIC_0013567,6
ISIC_0058327,6
ISIC_0057054,6
ISIC_0032117,6
ISIC_0031158,6
ISIC_0030858,6
ISIC_0059216,6
ISIC_0060063,6
ISIC_0026555,6
ISIC_0069010,6
ISIC_0064979,6
ISIC_0024370,6
ISIC_0065228,6
ISIC_0027846,6
ISIC_0057875,6
ISIC_0061029,6
ISIC_0033614,6
ISIC_0026954,6
ISIC_0055233,6
ISIC_0061799,6
ISIC_0072989,6
ISIC_0071669,6
ISIC_0068445,6
ISIC_0071171,6
ISIC_0026167,6
ISIC_0032627,6
ISIC_0070248,6
ISIC_0033747,6
ISIC_0071188,6
ISIC_0065400,6
ISIC_0066237,6
ISIC_0025696,6
ISIC_0057880,6
ISIC_0034167,6
ISIC_0054690,6
ISIC_0057771,6
ISIC_0010318,6
ISIC_0032426,6
ISIC_0025247,6
ISIC_0068515,6
ISIC_0059481,6
ISIC_0025664,6
ISIC_0031861,6
ISIC_0067154,6
ISIC_0030153,6
ISIC_0026658,6
ISIC_0061020,6
ISIC_0065321,6
ISIC_0056025,6
ISIC_0033671,6
ISIC_0024701,6
ISIC_0061294,6
ISIC_0068910,6
ISIC_0063320,6
ISIC_0066430,6
ISIC_0029479,6
ISIC_0033917,6
ISIC_0030686,6
ISIC_0054185,6
ISIC_0056012,6
ISIC_0032960,6
ISIC_0062114,6
ISIC_0027346,6
ISIC_0010207,6
ISIC_0071694,6
ISIC_0069986,6
ISIC_0065940,6
ISIC_0060724,6
ISIC_0012369,6
ISIC_0025453,6
ISIC_0068781,6
ISIC_0069400,6
ISIC_0031608,6
ISIC_0054544,6
ISIC_0013033,6
ISIC_0055335,6
ISIC_0057021,6
ISIC_0055350,6
ISIC_0071192,6
ISIC_0032787,6
ISIC_0069818,6
ISIC_0032125,6
ISIC_0071815,6
ISIC_0060999,6
ISIC_0025633,6
ISIC_0072774,6
ISIC_0026354,6
ISIC_0057578,6
ISIC_0030691,6
ISIC_0032851,6
ISIC_0060543,6
ISIC_0028727,6
ISIC_0028354,6
ISIC_0054711,6
ISIC_0064603,6
ISIC_0071757,6
ISIC_0058487,6
ISIC_0015089,6
ISIC_0071041,6
ISIC_0014185,6
ISIC_0025109,6
ISIC_0025870,6
ISIC_0026736,6
ISIC_0055514,6
ISIC_0061511,6
ISIC_0027583,6
ISIC_0069119,6
ISIC_0028899,6
ISIC_0001106,6
ISIC_0058543,6
ISIC_0063362,6
ISIC_0061614,6
ISIC_0065343,6
ISIC_0031483,6
ISIC_0059210,6
ISIC_0057947,6
ISIC_0055650,6
ISIC_0012395,6
ISIC_0072345,6
ISIC_0027588,6
ISIC_0024569,6
ISIC_0057374,6
ISIC_0065747,6
ISIC_0062359,6
ISIC_0067512,6
ISIC_0058387,6
ISIC_0009874,6
ISIC_0062899,6
ISIC_0030471,6
ISIC_0063398,6
ISIC_0025872,6
ISIC_0062825,6
ISIC_0026310,6
ISIC_0030927,6
ISIC_0025595,6
ISIC_0015989,6
ISIC_0027192,6
ISIC_0031769,6
ISIC_0062080,6
ISIC_0070922,6
ISIC_0029945,6
ISIC_0054398,6
ISIC_0011095,6
ISIC_0026077,6
ISIC_0061512,6
ISIC_0000474,6
ISIC_0011306,6
ISIC_0032854,6
ISIC_0064823,6
ISIC_0031586,6
ISIC_0031722,6
ISIC_0033628,6
ISIC_0068550,6
ISIC_0026767,6
ISIC_0058359,6
ISIC_0062973,6
ISIC_0072576,6
ISIC_0025292,6
ISIC_0024433,6
ISIC_0014594,6
ISIC_0033932,6
ISIC_0026412,6
ISIC_0034161,6
ISIC_0061478,6
ISIC_0065597,6
ISIC_0067521,6
ISIC_0056528,6
ISIC_0025573,6
ISIC_0027912,6
ISIC_0063388,6
ISIC_0069738,6
ISIC_0071105,6
ISIC_0065859,6
ISIC_0067089,6
ISIC_0033358,6
ISIC_0025206,6
ISIC_0061044,6
ISIC_0025005,6
ISIC_0010487,6
ISIC_0055121,6
ISIC_0070187,6
ISIC_0028083,6
ISIC_0028087,6
ISIC_0055571,6
ISIC_0000188,6
ISIC_0053881,6
ISIC_0028877,6
ISIC_0055661,6
ISIC_0065333,6
ISIC_0062550,6
ISIC_0032362,6
ISIC_0072663,6
ISIC_0000156,6
ISIC_0029692,6
ISIC_0015207,6
ISIC_0071822,6
ISIC_0026515,6
ISIC_0065034,6
ISIC_0069450,6
ISIC_0061651,6
ISIC_0057020,6
ISIC_0031411,6
ISIC_0032251,6
ISIC_0068203,6
ISIC_0000505,6
ISIC_0032821,6
ISIC_0056436,6
ISIC_0026111,6
ISIC_0065768,6
ISIC_0065584,6
ISIC_0031012,6
ISIC_0000197,6
ISIC_0054749,6
ISIC_0063006,6
ISIC_0064008,6
ISIC_0026200,6
ISIC_0063732,6
ISIC_0065308,6
ISIC_0061096,6
ISIC_0067934,6
ISIC_0054310,6
ISIC_0032448,6
ISIC_0069109,6
ISIC_0031357,6
ISIC_0031106,6
ISIC_0058221,6
ISIC_0034029,6
ISIC_0069840,6
ISIC_0064096,6
ISIC_0032490,6
ISIC_0024323,6
ISIC_0031472,6
ISIC_0014622,6
ISIC_0024993,6
ISIC_0070140,6
ISIC_0065944,6
ISIC_0068339,6
ISIC_0070663,6
ISIC_0026673,6
ISIC_0010070,6
ISIC_0030723,6
ISIC_0059468,6
ISIC_0066649,6
ISIC_0010064,6
ISIC_0066837,6
ISIC_0059074,6
ISIC_0029939,6
ISIC_0071985,6
ISIC_0059577,6
ISIC_0056246,6
ISIC_0062454,6
ISIC_0031846,6
ISIC_0026303,6
ISIC_0070920,6
ISIC_0027220,6
ISIC_0054495,6
ISIC_0070568,6
ISIC_0069724,6
ISIC_0058186,6
ISIC_0068640,6
ISIC_0031441,6
ISIC_0066587,6
ISIC_0069921,6
ISIC_0053655,6
ISIC_0031406,6
ISIC_0031098,6
ISIC_0066925,6
ISIC_0055146,6
ISIC_0059705,6
ISIC_0028958,6
ISIC_0056915,6
ISIC_0065064,6
ISIC_0027896,6
ISIC_0032471,6
ISIC_0025900,6
ISIC_0056177,6
ISIC_0032243,6
ISIC_0009880,6
ISIC_0055251,6
ISIC_0004115,6
ISIC_0025580,6
ISIC_0055442,6
ISIC_0029611,6
ISIC_0027202,6
ISIC_0032542,6
ISIC_0034302,6
ISIC_0033197,6
ISIC_0032580,6
ISIC_0063100,6
ISIC_0061338,6
ISIC_0071530,6
ISIC_0027287,6
ISIC_0068864,6
ISIC_0031447,6
ISIC_0057651,6
ISIC_0067196,6
ISIC_0070726,6
ISIC_0013121,6
ISIC_0015482,6
ISIC_0014013,6
ISIC_0060544,6
ISIC_0064478,6
ISIC_0055147,6
ISIC_0024888,6
ISIC_0070956,6
ISIC_0026765,6
ISIC_0030947,6
ISIC_0032453,6
ISIC_0064582,6
ISIC_0055477,6
ISIC_0031520,6
ISIC_0067106,6
ISIC_0069648,6
ISIC_0032406,6
ISIC_0033928,6
ISIC_0072632,6
ISIC_0033485,6
ISIC_0033782,6
ISIC_0033838,6
ISIC_0033518,6
ISIC_0028255,6
ISIC_0055315,6
ISIC_0058690,6
ISIC_0030472,6
ISIC_0030969,6
ISIC_0068204,6
ISIC_0000115,6
ISIC_0065269,6
ISIC_0030433,6
ISIC_0024441,6
ISIC_0025379,6
ISIC_0013491,6
ISIC_0032321,6
ISIC_0069969,6
ISIC_0056325,6
ISIC_0068768,6
ISIC_0029490,6
ISIC_0059227,6
ISIC_0061610,6
ISIC_0028103,6
ISIC_0033353,6
ISIC_0027001,6
ISIC_0029436,6
ISIC_0058856,6
ISIC_0031312,6
ISIC_0072034,6
ISIC_0031552,6
ISIC_0029639,6
ISIC_0033770,6
ISIC_0055748,6
ISIC_0028772,6
ISIC_0055954,6
ISIC_0025133,6
ISIC_0030978,6
ISIC_0069413,6
ISIC_0054756,6
ISIC_0063338,6
ISIC_0025668,6
ISIC_0029817,6
ISIC_0067498,6
ISIC_0053810,6
ISIC_0070913,6
ISIC_0030431,6
ISIC_0070281,6
ISIC_0029975,6
ISIC_0027976,6
ISIC_0072759,6
ISIC_0054169,6
ISIC_0012460,6
ISIC_0030142,6
ISIC_0059760,6
ISIC_0028230,6
ISIC_0033199,6
ISIC_0011341,6
ISIC_0069743,6
ISIC_0029443,6
ISIC_0056253,6
ISIC_0065846,6
ISIC_0058588,6
ISIC_0031686,6
ISIC_0066557,6
ISIC_0054390,6
ISIC_0030710,6
ISIC_0062430,6
ISIC_0028755,6
ISIC_0014382,6
ISIC_0060304,6
ISIC_0072068,6
ISIC_0071197,6
ISIC_0068399,6
ISIC_0064754,6
ISIC_0025282,6
ISIC_0032336,6
ISIC_0032798,6
ISIC_0015021,6
ISIC_0055136,6
ISIC_0014149,6
ISIC_0029496,6
ISIC_0072405,6
ISIC_0054706,6
ISIC_0071134,6
ISIC_0057016,6
